release_year,length,genre,rating,imdb_votes,gross_US_CA,imdb_score
2017,107,4,13,22278,1.36,6.2
1993,118,4,13,22275,39.1,7.3
2008,87,2,13,22268,6.56,5.2
2019,108,7,13,22259,1.62,6.3
2013,96,6,13,22252,0.39,6.4
1978,101,5,10,22243,81.64,6.9
1989,95,5,10,22240,35.15,6.1
2017,155,5,9,22229,1.83,7.1
2010,107,5,13,22226,0.56,6.2
1988,92,5,10,22212,6.67,7.0
2008,107,0,13,22212,0.58,5.5
1992,100,9,13,22201,17.09,4.9
1993,97,5,13,22176,11.08,6.2
2005,113,5,11,22172,32.87,5.8
2016,92,5,13,22171,11.69,3.5
2018,90,2,10,22167,46.7,5.6
1982,122,4,10,22164,14.0,7.7
1983,109,0,13,22155,42.31,6.4
1991,112,7,13,22149,1.01,7.6
2004,105,7,11,22113,1.34,7.7
2007,84,0,10,22110,43.76,4.8
1994,105,5,13,22106,0.25,7.1
2008,104,5,11,22095,20.67,5.8
2008,109,7,9,22095,0.04,7.3
2000,115,6,13,22088,0.88,6.4
2000,115,7,11,22087,17.17,6.7
1984,95,5,11,22081,14.42,6.3
1940,120,0,12,22079,3.48,7.4
1992,100,2,11,22062,22.52,5.8
2012,86,12,13,22048,0.07,5.9
2009,111,7,11,22033,0.55,6.8
1994,124,5,9,22025,7.29,7.8
2015,90,5,13,22013,14.44,6.6
1982,115,7,10,22009,10.28,7.1
1984,94,2,4,21997,25.53,6.8
1999,133,7,13,21984,31.05,5.3
2011,90,5,13,21978,0.07,6.2
2002,101,6,13,21976,13.21,3.4
2014,106,5,11,21973,65.18,5.7
2019,102,0,13,21972,12.05,5.6
1971,130,7,5,21957,0.15,7.4
2017,105,7,13,21947,2.43,6.2
1931,83,6,12,21946,1.01,7.6
2009,90,5,13,21946,0.1,4.8
1962,164,21,4,21941,46.5,7.0
2006,90,4,13,21940,1.66,6.4
2009,89,5,13,21938,15.1,5.7
2000,122,7,13,21937,0.05,5.7
2008,93,7,11,21933,14.88,6.6
2001,108,3,11,21919,0.64,7.2
2006,108,4,13,21886,0.19,6.4
2006,83,0,10,21880,11.63,4.3
2007,90,0,10,21877,21.47,6.2
2013,97,5,11,21876,2.15,6.3
2006,99,0,9,21863,0.3,7.0
2009,90,5,13,21860,4.54,5.0
2015,122,7,13,21854,0.53,5.3
1982,110,5,13,21845,14.1,7.1
1995,102,6,13,21840,16.03,6.8
2008,97,5,11,21836,2.66,6.6
2007,92,5,10,21822,49.63,4.3
1946,113,6,12,21796,8.33,7.4
1993,112,5,13,21771,6.41,6.8
1990,97,5,11,21769,23.59,6.2
1989,108,7,11,21767,31.91,7.4
1989,98,2,13,21763,15.7,5.8
1939,110,5,9,21759,1.19,7.8
2000,115,5,10,21751,32.66,6.9
1998,114,5,10,21717,18.25,6.8
1961,125,7,9,21715,8.94,7.2
1985,101,7,19,21688,8.35,7.6
2016,102,12,13,21687,0.78,5.1
1961,124,7,9,21686,8.72,7.7
1973,94,3,4,21670,5.23,6.9
2000,105,5,13,21662,6.92,6.7
2001,103,7,13,21643,0.3,6.8
2005,96,5,13,21642,1.33,6.5
1975,111,7,10,21640,34.25,6.6
2017,143,5,9,21602,1.28,5.1
1994,94,0,11,21597,8.01,5.8
2002,99,5,10,21590,51.43,5.3
1996,107,0,11,21588,15.32,6.6
2017,90,7,11,21588,14.3,5.0
2013,105,7,13,21586,0.08,5.9
2003,80,5,11,21581,2.53,7.0
1996,109,7,13,21579,11.88,7.3
1991,107,2,10,21577,34.79,6.7
1998,96,12,13,21567,5.66,5.4
1992,121,7,10,21559,2.82,6.9
2017,129,7,13,21557,0.44,5.6
2007,103,12,13,21554,0.6,6.0
2001,95,7,13,21553,16.02,6.1
1988,88,5,11,21548,22.43,6.3
2016,107,0,11,21543,0.0,5.6
1994,110,5,13,21539,39.49,7.3
1994,99,0,11,21539,13.83,4.4
2008,95,0,13,21534,0.02,6.0
2004,137,7,11,21531,22.41,6.0
1923,74,0,9,21519,1.36,8.1
2006,108,7,11,21514,17.13,5.8
1991,80,0,11,21512,10.44,7.2
2002,110,7,9,21495,0.1,7.5
1991,111,0,13,21479,25.9,6.3
1996,111,6,13,21476,20.2,6.2
2015,101,7,13,21474,0.01,5.8
2001,119,7,13,21453,4.3,6.4
2018,103,0,11,21446,6.12,5.1
1990,102,19,13,21441,29.38,6.4
2016,120,4,13,21430,15.86,6.5
1998,105,5,13,21430,5.88,6.4
2014,129,0,9,21429,0.41,6.5
2011,82,7,9,21421,0.13,7.4
1966,95,7,9,21419,0.04,7.8
1990,89,5,13,21399,15.26,6.8
2013,150,7,9,21386,2.67,6.4
1985,95,5,11,21381,18.14,7.0
1997,113,7,13,21381,5.8,7.0
2004,143,0,9,21365,0.03,8.4
1994,118,0,13,21357,15.34,6.1
2018,164,0,9,21347,1.45,4.0
1990,115,6,13,21340,27.73,6.5
1993,95,5,11,21307,36.45,5.8
2012,84,5,13,21303,5.9,5.5
2018,158,0,9,21297,5.08,5.5
2016,88,0,9,21297,0.01,4.9
1992,101,5,10,21296,25.11,6.9
2019,146,0,9,21279,0.78,2.1
1996,107,4,13,21278,2.96,6.9
2004,129,0,9,21275,0.25,6.6
2008,99,7,13,21259,2.34,6.7
1999,122,7,11,21248,0.2,7.7
2004,122,5,11,21236,6.6,6.2
2006,155,0,9,21230,0.79,8.1
1987,140,7,13,21223,3.13,7.7
2000,106,7,11,21219,36.81,5.8
2017,123,4,13,21217,0.02,6.3
1991,98,0,13,21206,7.43,6.1
1978,100,0,13,21206,10.0,5.9
1981,108,12,13,21205,20.47,5.5
2020,163,0,9,21196,0.0,7.3
1994,93,5,10,21192,30.58,5.2
2012,80,3,10,21190,0.29,7.8
1990,102,5,10,21173,21.46,6.4
1999,96,5,11,21163,8.95,5.3
2002,85,5,11,21162,7.26,6.4
2006,109,5,13,21157,2.71,6.8
1952,137,7,4,21151,1.0,8.0
1983,131,4,13,21135,35.62,7.1
1993,89,7,13,21131,13.61,5.8
2014,171,5,9,21131,0.13,8.3
2014,84,6,11,21123,52.54,5.6
1988,119,7,10,21087,5.68,7.2
2006,122,7,11,21082,8.66,7.5
2003,98,4,13,21081,1.57,6.8
1988,103,4,10,21072,13.99,7.3
2011,129,7,11,21060,34.52,6.8
1987,97,5,11,21054,35.66,6.6
1987,97,12,13,21049,9.75,7.0
2008,114,7,13,21042,0.66,8.0
1986,109,0,13,21042,20.6,6.7
1986,125,0,13,21038,17.77,5.6
2002,99,7,9,21036,0.04,7.2
2003,90,0,11,21029,1.31,6.7
1987,98,6,13,21028,12.4,6.4
2004,86,7,13,21028,0.99,6.7
2002,72,3,4,21028,48.43,5.8
1987,100,5,13,21028,3.22,7.1
2015,81,12,13,21025,22.76,4.2
1990,98,4,9,21024,0.0,8.2
2013,86,0,13,21018,0.09,5.5
2019,104,5,13,21016,0.22,6.8
2007,112,7,11,21013,3.17,6.7
2010,107,12,13,21010,14.64,4.7
1999,162,7,13,20997,1.92,7.1
1994,101,0,13,20986,28.72,5.6
2017,136,7,9,20974,0.93,3.9
1993,96,6,13,20961,0.42,6.4
2011,100,2,13,20957,0.07,5.4
1996,104,5,13,20945,11.11,6.5
2007,99,5,10,20931,25.61,5.9
2018,132,2,9,20904,0.39,6.3
1987,103,7,4,20894,4.4,7.8
2000,95,5,10,20891,34.1,7.0
2018,96,0,13,20878,9.19,5.9
1996,84,0,13,20877,17.88,4.6
2015,92,3,10,20850,85.89,4.9
1988,110,4,10,20850,19.65,6.9
2005,125,5,9,20838,0.32,7.0
2010,91,5,13,20837,0.0,6.1
2012,114,0,13,20832,0.01,5.0
2012,98,5,10,20830,1.35,7.5
2007,124,7,11,20829,5.76,5.9
2007,91,5,13,20817,1.96,6.0
2003,93,7,13,20815,0.2,6.1
1975,129,0,3,20808,1.53,6.3
2009,116,6,13,20807,0.43,6.2
2000,87,0,13,20802,12.8,4.6
2010,108,5,13,20797,0.1,5.9
2011,95,5,11,20792,2.01,7.5
2011,89,5,11,20778,9.66,4.9
1998,111,5,13,20777,29.11,6.0
2011,105,6,13,20777,0.05,5.7
1997,101,5,11,20769,31.06,5.5
1999,94,5,11,20762,6.24,6.2
2019,170,0,9,20760,2.63,5.0
2006,112,7,10,20759,18.81,7.4
1995,128,6,13,20736,38.29,6.5
2001,99,7,13,20735,1.01,7.3
1956,116,2,9,20731,10.4,7.3
2006,193,7,9,20723,3.28,6.0
1996,126,5,11,20721,41.25,6.6
2014,98,12,11,20721,8.5,5.1
2003,95,5,11,20714,37.79,5.5
2014,95,5,13,20707,0.12,7.1
2022,104,0,11,20699,9.59,4.8
1991,102,2,11,20686,2.81,5.1
2005,107,5,11,20686,1.82,7.1
1977,155,7,10,20685,16.4,6.6
2000,92,3,10,20683,26.0,4.3
2015,125,4,13,20664,2.54,6.8
2012,98,5,11,20663,18.39,6.8
1996,91,0,13,20655,20.1,5.4
2002,85,7,11,20651,28.56,5.1
2007,106,5,10,20651,7.49,6.7
2016,117,5,13,20645,3.6,6.7
2007,93,5,13,20641,0.06,6.2
2008,107,6,13,20636,0.2,6.8
1974,112,0,13,20636,0.58,7.4
1981,99,0,13,20589,14.91,6.3
2013,127,0,13,20586,0.04,6.5
1984,143,2,10,20584,45.9,6.4
2003,145,7,13,20573,0.21,7.5
2018,108,0,13,20572,1.96,6.0
2001,86,7,13,20570,0.49,7.2
1985,114,5,9,20569,0.22,7.9
2013,113,4,11,20565,0.33,5.5
2019,121,7,13,20555,4.52,7.3
2008,112,7,13,20555,10.91,6.4
1988,89,5,13,20552,9.21,5.7
2015,127,0,13,20528,0.07,5.9
2009,104,7,13,20525,0.02,6.6
1981,106,0,13,20515,5.0,7.1
1974,91,5,10,20488,0.16,7.3
2008,117,7,11,20480,3.17,7.6
1997,115,6,11,20474,10.56,6.3
2013,94,5,13,20466,0.2,6.3
1998,114,5,10,20459,12.07,4.9
2016,104,4,11,20440,1.36,6.5
2002,91,0,13,20425,14.29,3.6
1997,101,7,13,20405,1.2,6.2
1965,92,2,4,20389,13.08,7.1
2017,113,5,13,20371,17.5,5.5
2002,116,7,11,20369,69.6,6.1
2018,84,3,10,20365,29.79,6.7
1996,108,5,13,20355,2.56,7.2
2015,89,12,13,20350,0.01,5.9
1994,103,7,13,20334,4.18,7.0
2004,90,4,13,20329,0.12,7.2
2009,95,5,11,20316,8.66,5.9
1999,91,5,11,20308,17.85,5.7
1994,99,5,10,20295,17.36,5.3
2003,86,5,11,20283,34.31,5.2
2004,125,12,13,20282,0.08,6.9
2012,82,12,11,20244,4.93,4.1
2016,146,7,9,20215,0.29,7.4
1993,87,12,13,20206,0.43,6.0
1974,121,5,13,20199,7.13,7.1
1994,116,5,11,20194,43.62,5.6
1973,122,4,13,20176,0.95,7.2
2004,99,6,13,20172,8.73,5.8
2013,96,7,9,20168,0.34,7.1
2004,98,7,11,20131,0.26,8.0
2014,135,0,9,20127,1.25,5.0
1980,116,0,10,20107,70.69,6.1
2010,95,5,11,20100,0.03,5.9
1963,147,5,3,20083,25.25,7.3
2018,110,4,13,20082,1.63,6.7
2005,110,0,11,20076,1.89,4.2
2005,108,6,9,20072,1.02,7.2
2012,107,4,10,20066,20.11,6.5
1932,112,7,9,20061,2.69,7.3
2016,92,0,11,20046,3.82,4.6
1996,118,6,13,20045,17.31,6.2
2012,112,0,13,20042,0.03,6.1
1999,87,2,4,20039,16.63,6.2
2017,106,7,11,20025,2.68,6.0
1971,100,0,13,20001,16.69,6.6
1974,102,7,13,19995,2.15,7.1
1986,105,5,13,19989,25.59,5.9
1998,79,3,4,19983,100.49,5.9
1982,88,5,10,19965,9.08,6.6
2003,100,7,11,19956,6.89,6.1
2002,88,12,11,19953,22.16,5.4
2011,101,7,13,19917,0.01,6.5
2000,122,5,13,19909,13.11,4.7
2019,90,7,13,19882,0.02,5.6
2001,121,7,13,19878,4.46,7.2
1969,129,7,6,19855,12.6,7.8
1998,121,5,13,19852,3.96,7.0
1935,101,5,9,19851,3.88,7.7
2016,104,0,13,19848,0.05,6.1
1970,137,0,4,19847,100.49,6.6
2012,129,5,9,19812,0.02,4.7
1991,79,0,13,19807,2.28,6.1
2013,99,12,13,19797,0.01,6.1
2013,88,5,9,19779,0.06,6.7
2017,104,7,13,19777,2.42,7.4
1999,81,5,11,19770,30.63,5.2
1998,112,7,13,19770,0.5,7.6
2011,131,0,13,19762,0.06,6.8
2016,107,4,10,19718,0.03,7.1
1986,103,5,13,19715,62.13,6.2
2015,94,0,11,19704,0.0,5.6
2021,107,3,10,19689,57.3,5.9
1995,101,6,13,19684,14.94,5.9
1990,89,0,13,19674,16.85,5.7
2009,105,0,11,19673,0.5,5.7
1991,112,5,10,19666,16.37,7.2
2001,88,2,11,19664,4.78,5.7
2013,98,5,13,19653,0.26,5.8
2011,119,4,9,19651,0.01,6.6
2009,110,5,13,19621,0.02,6.5
1986,114,5,13,19616,8.36,6.9
1999,96,5,13,19613,4.17,6.9
2006,114,7,10,19611,3.44,7.3
2006,98,5,10,19603,61.12,4.4
1975,119,0,13,19598,12.48,6.7
2000,98,5,9,19596,0.0,7.5
1990,124,0,13,19595,15.65,6.2
1993,131,4,10,19572,25.84,7.4
1984,164,2,10,19559,27.19,7.3
1967,106,5,4,19554,19.99,7.0
2014,98,5,13,19553,0.09,6.2
2017,71,5,13,19549,0.75,6.5
2016,115,4,11,19548,6.17,7.6
2000,77,3,4,19531,45.55,6.3
1983,91,7,13,19519,17.23,5.9
1980,124,4,10,19504,67.18,7.5
1999,98,5,11,19484,10.54,6.1
2018,109,3,9,19468,0.28,8.0
2009,102,7,13,19463,0.02,6.3
1962,106,4,3,19456,5.45,8.1
2001,87,5,11,19443,11.56,5.7
2016,103,0,9,19443,0.59,7.1
2012,109,5,10,19423,0.1,6.9
2010,116,0,9,19412,0.01,7.5
1988,98,12,11,19390,14.11,4.7
2010,103,5,4,19371,26.16,6.5
2014,91,2,10,19370,38.92,5.7
2015,112,5,11,19361,1.16,6.8
1996,92,5,13,19335,14.89,6.7
1980,92,12,13,19331,14.8,5.3
2008,130,0,9,19321,0.15,7.2
2014,138,4,11,19305,59.7,5.7
2014,77,5,13,19297,0.01,4.8
1996,118,6,13,19289,22.75,5.7
1988,97,0,13,19281,20.04,5.9
1988,96,5,11,19258,5.6,6.5
1992,111,7,13,19251,7.53,6.7
2002,92,16,11,19251,1.01,7.1
1981,126,7,10,19246,35.86,6.7
1992,93,7,13,19228,1.83,5.4
1999,112,6,13,19221,4.49,6.4
2013,90,7,13,19219,0.02,5.9
1994,133,7,9,19216,2.33,8.3
2013,122,3,9,19213,0.14,6.4
1967,105,7,3,19208,42.43,7.6
2014,87,5,13,19196,0.61,5.9
1998,87,0,13,19180,0.0,7.1
2008,86,5,13,19179,0.41,5.6
2002,103,2,13,19175,0.24,6.0
2012,120,0,9,19168,2.52,4.8
2017,100,7,9,19166,1.02,7.2
1993,92,5,10,19162,44.03,5.0
2007,93,7,9,19144,0.0,7.3
1995,90,5,13,19122,1.15,7.5
1991,102,0,13,19119,21.76,6.1
2011,109,0,13,19116,0.01,6.3
1925,93,12,12,19100,3.75,7.5
1972,93,12,13,19087,0.35,6.9
2014,95,5,13,19081,0.01,6.4
1953,104,5,9,19072,0.1,7.8
2010,124,0,13,19071,0.19,6.7
2005,95,6,13,19056,0.65,7.4
1984,93,5,10,19055,36.4,6.7
2008,120,5,11,19052,16.28,6.1
1953,88,12,5,19045,23.75,7.0
1973,106,0,10,19041,22.02,7.1
2014,105,5,13,19038,0.04,7.4
2001,95,5,13,19037,13.56,5.3
1986,99,6,13,19034,4.6,6.9
2020,109,0,13,19027,5.44,5.4
1988,103,5,13,19025,0.73,6.1
2009,104,5,13,19015,0.19,6.6
1991,132,7,13,19004,32.48,6.6
2015,98,4,11,18984,0.16,6.6
1941,134,4,12,18983,16.4,7.7
1960,131,6,9,18958,0.03,8.5
2018,114,7,13,18957,0.73,5.8
2014,95,12,13,18949,0.0,5.3
2012,146,5,9,18949,0.33,5.2
1995,95,2,10,18943,30.08,5.1
2014,101,5,11,18941,0.22,6.9
2012,102,6,13,18931,0.12,5.4
2019,96,2,10,18926,42.0,6.7
2001,95,5,13,18915,5.31,6.3
1989,124,5,10,18909,10.76,6.4
2008,80,7,13,18902,0.86,7.1
2013,105,2,10,18889,0.1,7.0
1981,109,0,10,18874,14.11,6.6
2015,105,3,11,18863,0.49,7.6
2008,160,0,13,18862,7.92,6.1
2000,93,5,13,18848,12.12,6.9
1939,104,7,9,18847,0.76,7.5
2005,108,5,13,18846,0.05,6.9
1994,115,0,13,18845,16.1,5.8
2011,145,0,9,18840,0.78,4.8
2009,112,4,13,18830,6.62,6.9
1954,154,7,12,18823,14.93,7.5
2019,94,5,16,18821,0.03,5.3
1969,143,7,7,18814,8.37,6.2
2014,83,3,10,18800,59.17,5.9
2018,108,5,10,18777,16.38,6.6
1985,126,2,13,18762,0.1,6.7
1991,132,7,13,18747,74.79,6.8
1999,110,0,13,18745,15.16,6.0
1995,107,5,10,18745,0.49,7.0
2019,102,12,11,18738,35.42,5.6
1960,72,5,9,18737,1.4,6.2
1963,107,5,9,18724,7.63,6.6
2007,93,5,13,18711,2.43,6.4
1984,129,6,13,18698,25.93,6.5
2016,80,7,19,18698,0.01,7.3
1983,123,7,13,18693,2.31,7.2
1979,122,5,13,18686,74.87,6.1
2005,114,7,13,18674,0.57,6.4
2001,91,4,13,18664,1.29,7.0
1990,104,0,13,18654,21.41,6.4
1999,101,5,11,18640,21.73,5.0
1980,131,6,13,18635,37.12,7.1
1996,73,5,11,18632,1.01,7.2
2016,96,12,13,18618,2.99,5.3
1965,160,0,12,18613,25.33,7.2
1988,104,5,13,18597,21.49,6.2
1978,110,2,10,18596,13.03,6.9
2014,95,7,13,18593,0.04,5.7
1976,93,5,4,18590,2.78,6.8
1992,96,5,11,18587,35.21,5.8
2001,93,3,11,18580,5.41,4.8
2001,96,5,13,18580,0.7,6.4
2000,90,12,11,18578,14.22,4.8
2015,91,12,11,18578,1.71,4.7
1975,115,12,10,18564,8.72,6.9
1998,111,4,13,18561,4.53,7.1
2004,107,5,11,18555,20.42,5.3
2010,117,7,11,18553,20.22,6.3
2017,140,0,13,18538,0.15,6.7
1997,98,5,10,18516,24.63,5.3
2004,88,5,11,18512,6.47,4.9
1942,134,7,9,18508,13.5,7.6
1961,84,5,9,18488,0.1,7.3
1997,105,0,13,18485,16.23,5.1
2008,110,0,13,18485,0.01,6.9
2017,102,5,13,18463,2.13,6.5
2008,110,4,9,18449,0.24,7.2
1957,95,7,9,18434,0.02,8.3
1959,129,2,3,18433,10.0,7.0
1993,122,12,13,18433,9.58,6.0
1982,117,6,10,18432,6.11,7.0
1988,96,2,10,18430,31.75,7.7
1990,101,5,13,18420,37.96,6.7
2013,113,5,11,18414,3.41,7.0
1994,128,5,11,18413,24.33,6.2
1989,108,4,11,18410,13.74,6.3
2011,155,7,9,18387,0.05,7.7
2005,107,6,13,18376,0.87,6.4
1975,91,5,13,18375,6.9,6.4
1995,109,12,13,18348,13.29,6.0
2009,119,5,11,18347,0.66,7.5
1988,85,0,13,18345,0.67,6.0
1945,66,6,12,18343,0.02,7.3
1994,96,5,11,18314,27.05,6.2
1992,105,7,13,18314,21.67,7.1
1984,114,6,13,18304,48.14,6.3
2005,103,0,13,18304,0.07,5.8
1948,83,5,9,18299,4.8,7.3
2004,101,3,13,18294,0.13,6.9
1955,150,5,9,18290,13.0,7.1
1994,111,2,10,18278,44.34,6.0
2013,113,7,9,18273,0.06,6.7
1990,93,5,13,18258,16.32,6.2
1999,114,5,11,18254,18.65,6.2
2013,97,5,13,18249,0.02,6.1
2007,85,5,13,18243,0.01,5.8
1962,151,5,4,18237,14.95,7.8
1965,122,21,12,18219,13.33,7.1
1947,124,5,12,18219,0.33,7.8
1994,161,4,13,18193,2.02,7.4
1993,104,5,11,18191,16.58,7.0
2010,163,6,9,18184,1.44,7.1
1995,99,5,10,18175,10.9,6.6
2000,97,12,13,18174,21.47,4.3
1987,85,9,11,18158,13.54,6.0
2018,122,0,9,18154,1.01,7.4
2008,110,4,13,18150,0.03,6.1
2004,126,3,11,18123,0.41,6.8
2003,102,12,13,18120,7.66,5.1
1959,102,5,12,18103,18.75,7.4
1996,107,6,13,18099,11.5,6.3
2011,91,7,11,18099,0.16,6.7
2002,99,5,11,18096,16.93,5.3
2000,77,6,9,18086,0.01,4.4
1974,110,6,10,18073,7.5,6.7
1973,112,7,13,18072,9.0,7.2
2003,107,5,13,18069,0.82,7.0
2008,97,6,13,18062,0.03,6.3
1987,110,5,10,18061,26.71,6.3
2006,91,5,9,18056,0.01,6.8
2018,89,12,13,18033,11.11,5.5
1996,96,5,13,18018,9.45,6.0
2008,94,5,13,18017,0.93,5.8
1989,99,5,11,18010,15.35,5.6
2007,98,7,11,18009,3.53,5.3
2001,89,5,11,17986,13.9,6.2
2014,81,12,13,17976,0.0,4.2
2016,124,4,10,17974,8.81,7.4
2001,87,5,13,17966,0.91,6.8
1997,114,7,13,17946,6.3,6.9
2016,94,12,13,17927,0.01,5.7
2019,133,4,11,17907,10.21,7.3
2016,92,5,13,17904,4.42,6.7
2005,105,5,11,17897,36.35,5.6
2001,84,5,13,17893,6.68,7.0
2018,173,0,9,17890,3.55,7.5
1978,91,0,13,17871,4.91,7.1
1989,86,0,13,17866,2.69,6.3
2013,93,13,13,17862,3.42,7.1
1996,101,6,13,17850,26.79,6.1
2016,104,0,10,17847,33.37,5.6
1990,85,12,13,17846,5.77,5.0
1992,111,6,13,17846,57.14,6.4
1989,103,0,13,17844,9.09,6.2
1985,85,0,10,17839,4.66,5.6
1976,87,5,12,17833,36.15,6.7
1997,111,6,9,17828,0.09,7.5
2008,125,0,9,17822,0.08,7.7
2018,102,0,11,17808,5.72,5.8
2014,96,7,11,17799,1.08,7.1
2011,150,7,13,17791,0.05,6.5
1986,119,7,13,17770,31.85,7.2
2011,143,0,9,17767,0.35,6.8
1994,86,3,4,17763,11.37,6.2
2004,133,5,9,17759,0.01,7.5
2003,101,5,11,17745,15.41,5.6
1997,122,6,13,17728,22.42,6.3
2005,93,6,9,17725,0.12,7.3
2006,89,5,11,17704,3.09,5.4
2016,120,5,19,17685,0.23,6.2
2006,110,4,13,17684,1.15,7.1
2010,92,5,10,17683,17.6,3.8
2019,120,0,10,17678,16.79,6.1
1999,90,7,10,17672,1.81,8.1
2002,106,5,13,17667,1.27,6.9
2005,102,2,10,17654,49.77,5.2
1992,124,6,13,17639,11.39,6.3
2012,84,5,11,17639,0.34,6.6
1993,110,0,13,17634,12.14,6.6
1966,117,0,11,17633,19.54,7.3
1986,104,6,13,17610,5.79,7.3
1986,93,0,11,17609,3.5,5.9
2007,120,6,13,17607,0.21,7.3
1999,120,7,11,17601,4.96,6.5
1991,85,5,11,17597,2.74,6.7
2021,90,3,10,17584,5.79,7.7
2009,130,0,9,17575,1.29,7.4
1978,110,0,10,17573,45.0,6.3
1999,102,3,13,17570,0.09,7.3
2012,102,7,13,17554,0.53,6.4
2006,111,7,10,17545,10.18,6.5
1997,118,4,13,17542,2.16,6.9
2011,94,0,13,17542,0.0,4.6
2010,111,7,11,17530,7.69,7.5
1992,94,4,11,17516,5.29,7.1
2009,116,5,9,17501,0.06,7.1
2015,97,9,9,17498,0.01,5.7
1971,111,7,13,17481,0.55,7.8
2015,98,5,13,17474,3.35,6.2
1984,95,7,13,17470,4.39,6.6
2003,98,0,11,17470,20.44,5.7
1955,123,5,12,17466,21.2,7.6
2006,102,5,13,17456,3.3,6.3
1986,89,12,13,17455,12.95,6.1
1991,99,7,11,17452,2.85,7.3
2011,90,0,13,17449,0.03,5.1
2016,108,6,13,17441,0.54,6.1
2002,109,7,11,17441,14.06,6.9
1995,91,0,10,17436,0.18,5.9
2017,104,4,10,17436,5.68,7.0
1989,98,5,10,17427,6.29,6.8
1988,90,5,13,17422,3.11,6.1
2008,119,4,11,17417,4.23,7.0
2010,108,4,13,17415,1.04,6.2
2016,106,7,13,17390,0.26,6.3
1993,139,7,13,17379,32.86,7.7
2017,113,6,13,17363,1.0,7.6
1984,79,12,13,17362,2.49,5.8
1994,110,4,11,17360,15.24,7.2
1993,123,7,10,17356,4.86,6.1
1964,133,0,9,17352,7.41,7.8
1984,99,0,11,17335,11.48,6.3
1990,111,4,13,17335,15.45,7.2
2015,105,0,9,17325,0.61,6.3
2010,106,7,10,17323,11.85,6.4
1965,102,7,14,17311,15.26,7.2
1982,125,7,13,17307,13.28,6.7
1990,113,0,13,17301,25.07,5.5
2007,93,5,10,17299,13.24,3.2
2014,89,12,13,17289,15.82,4.1
1996,123,0,13,17282,36.05,6.9
2012,81,7,13,17282,0.38,6.7
2007,90,5,13,17277,12.55,5.5
2006,87,3,4,17276,58.64,6.5
1993,111,5,11,17276,44.94,5.1
2008,115,7,9,17274,0.16,7.9
2013,131,0,13,17262,1.01,5.6
2015,79,5,13,17245,1.1,6.1
1998,100,0,13,17243,13.81,6.1
1985,87,5,10,17240,24.69,6.2
2002,89,5,13,17219,0.01,3.6
2007,84,5,9,17214,0.0,4.6
2018,118,4,13,17206,0.25,6.6
1998,86,3,4,17201,22.72,6.2
2017,97,5,11,17197,0.53,7.3
2004,89,5,10,17193,9.44,5.3
2019,109,0,9,17179,0.22,6.9
2000,94,5,11,17174,20.63,5.4
2011,110,7,13,17172,0.1,6.1
1959,125,7,9,17163,13.99,7.8
2008,92,5,13,17149,4.88,6.3
2008,102,6,9,17149,0.01,6.7
2002,103,7,13,17137,3.66,6.4
2008,110,5,11,17126,4.04,6.8
2001,97,5,13,17120,7.02,6.6
1960,126,2,4,17096,40.36,7.1
1998,93,5,13,17085,13.04,6.0
1999,100,0,11,17081,11.58,4.3
2005,96,6,13,17075,0.38,6.2
1999,104,7,13,17071,17.76,4.7
1965,167,7,9,17057,11.12,6.8
2012,103,7,13,17045,0.41,7.1
2008,98,6,13,17042,0.3,4.9
2003,72,3,4,17039,47.89,5.3
1962,178,2,9,17004,13.68,7.2
1998,90,2,11,17003,6.11,5.7
2013,110,7,9,17002,0.03,6.8
1989,94,5,11,17002,10.98,5.9
2012,127,7,13,17002,0.01,7.3
2012,86,5,9,16998,0.15,7.3
1981,129,4,13,16996,19.03,6.6
2000,90,7,13,16984,5.11,5.9
1989,109,5,13,16955,16.55,5.5
1987,89,12,13,16944,2.49,6.7
2007,121,7,9,16943,0.12,7.0
2016,111,4,13,16938,4.71,6.6
2018,110,4,10,16933,83.48,7.3
2002,98,5,13,16929,30.31,5.7
2014,116,7,11,16920,14.62,6.8
2009,77,7,13,16915,0.7,5.5
2013,150,0,9,16905,1.58,5.3
2017,139,0,9,16901,1.91,7.2
1971,111,4,13,16894,1.13,7.8
2001,94,0,11,16893,13.26,5.9
1982,89,0,13,16887,16.1,5.9
1988,116,6,11,16883,2.84,7.6
2018,116,0,9,16880,0.52,7.0
1991,97,5,11,16880,36.49,6.6
2003,181,7,9,16873,1.1,7.4
1996,95,5,13,16870,0.7,7.1
2012,109,5,11,16863,4.33,7.0
2014,118,5,13,16855,0.15,6.7
2007,97,7,13,16852,3.5,6.6
1988,116,2,10,16850,18.92,5.4
1968,105,21,9,16849,0.05,7.7
1993,112,7,11,16839,5.63,6.7
1990,112,7,13,16837,5.58,7.6
2006,116,4,13,16837,7.16,6.7
1982,106,5,13,16822,23.6,6.5
1986,100,5,11,16817,8.2,6.9
2017,115,5,11,16814,32.09,6.0
1998,97,5,13,16810,4.6,7.0
2007,96,5,13,16804,0.77,4.9
1986,99,7,13,16790,5.84,7.1
1992,110,0,13,16783,17.13,5.4
2015,110,7,11,16780,0.02,6.1
2018,98,3,10,16775,0.81,7.0
2013,93,7,11,16774,0.65,6.4
1997,85,5,13,16774,0.86,7.7
1986,111,6,13,16772,2.35,6.9
